Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Experience
Sean Weatherspoon,OLB,Missouri,73,239,4.62,40,34,123,6.99,4.38,19,7
Thomas Welch,OT,Vanderbilt,78,307,5.42,29,29,105,7.67,4.8,208,3
Chastin West,WR,Fresno State,72,212,4.59,33.5,15,113,,,0,1
Blair White,WR,Michigan State,74,209,4.49,33.5,18,115,6.69,4.03,0,2
Jeremy Williams,WR,Tulane,72,206,4.59,36,14,117,6.73,,0,0
Damian Williams,WR,USC,73,197,4.52,38,19,118,6.79,4.24,77,5
Dan Williams,DT,Tennessee,74,327,5.19,32,27,96,7.88,4.87,26,7
Keiland Williams,RB,LSU,71,233,4.52,,,,,,0,3
Kyle Williams,WR,Arizona State,70,188,4.4,33,11,118,7,4.19,206,3
Mike Williams,WR,Syracuse,73,221,4.53,33.5,8,116,6.9,4.31,101,6
Stephen Williams,WR,Toledo,76,210,4.5,36.5,15,125,6.81,4.11,0,3
Trent Williams,OT,Oklahoma,77,315,4.81,34.5,23,113,7.64,4.63,4,13
C.J. Wilson,DE,East Carolina,75,290,4.83,33,32,116,,4.77,230,-1
E.J. Wilson,DE,North Carolina,74,286,4.97,29.5,23,,,,127,-1
Kion Wilson,ILB,South Florida,72,239,4.87,36.5,27,123,,4.53,0,4
Kyle Wilson,CB,Boise State,70,194,4.43,,25,,,,29,0
Lindsey Witten,DE,Connecticut,76,250,4.7,36.5,23,115,7.32,4.62,0,-1
Ryan Wolfe,WR,UNLV,73,205,4.65,,13,,,,0,-1
Justin Woodall,S,Alabama,73,223,4.64,34,13,118,6.88,4.17,0,-1
Al Woods,DT,LSU,76,309,5.15,37,,109,7.45,4.67,123,12
Corey Wootton,DE,Northwestern,78,270,4.92,,20,,,,109,6
Jason Worilds,OLB,Virginia Tech,73,254,4.65,38,24,114,6.95,4.29,52,5
Doug Worthington,DT,Ohio State,77,292,5.02,,19,,,,242,3
Major Wright,S,Florida,71,206,4.44,37.5,14,119,6.95,4.36,75,7
Sam Young,OT,Notre Dame,80,316,5.2,29.5,29,104,7.73,4.87,179,11
Willie Young,DE,North Carolina State,77,251,4.88,38,25,118,7.24,4.56,213,8
Sam Acho,OLB,Texas,74,262,4.67,33.5,23,112,6.69,4.32,103,9
Darvin Adams,WR,Auburn,74,190,4.56,,,,,,0,0
Danny Aiken,LS,Virginia,76,244,5,,11,,,,0,5
Ladi Ajiboye,DT,South Carolina,73,297,5.3,24,23,91,7.72,4.71,0,-1
Anthony Allen,RB,Georgia Tech,73,228,4.56,41.5,24,120,6.79,4.06,225,5
Armando Allen,RB,Notre Dame,68,199,4.59,,23,,,,0,1
Cortez Allen,CB,Citadel,73,197,4.5,35.5,18,129,6.76,4.01,128,5
Pierre Allen,DE,Nebraska,75,273,4.78,,,,,,0,0
Prince Amukamara,CB,Nebraska,72,206,4.38,38,15,128,6.97,4.08,19,10
David Arkin,OG,Missouri State,77,300,5.31,29,25,103,7.6,4.63,110,3
Matt Asiata,RB,Utah,71,229,4.77,30,22,104,7.09,4.37,0,5
Marvin Austin,DT,North Carolina,74,309,4.84,30.5,38,112,7.33,4.4,52,5
Akeem Ayers,OLB,UCLA,74,254,4.81,31,18,116,7.49,4.28,39,7
Allen Bailey,DE,Miami (FL),75,285,4.71,36.5,27,117,7.43,4.56,86,10
Dan Bailey,K,Oklahoma State,72,193,4.92,,,,,,0,10
Brandon Bair,DE,Oregon,78,276,4.92,28,26,114,7.07,4.37,0,3
Jon Baldwin,WR,Pittsburgh,76,228,4.49,42,20,129,7.07,4.34,26,3
Christian Ballard,DE,Iowa,76,283,4.75,31.5,,111,7.54,4.51,106,3
Joe Barksdale,OT,LSU,77,325,5.31,29,29,103,8.27,4.75,92,8
Ryan Bartholomew,C,Syracuse,73,302,4.93,26.5,34,92,7.62,4.62,0,1
Jeremy Beal,DE,Oklahoma,74,262,5.14,28.5,22,106,7.19,4.46,247,1
Nick Bellore,ILB,Central Michigan,73,245,4.84,32.5,23,109,6.98,4,0,-1
Damien Berry,RB,Miami (FL),70,211,4.58,33.5,23,120,7,4.12,0,1
Armon Binns,WR,Cincinnati,75,209,4.5,31.5,13,118,6.86,4.31,0,3
Ahmad Black,S,Florida,69,184,4.7,35.5,18,119,6.85,4.2,151,2
Clint Boling,OG,Georgia,77,308,5.28,31,28,102,7.66,4.64,101,8
Justin Boren,OG,Ohio State,75,309,5.4,,28,,7.57,4.75,0,1
Matt Bosher,P,Miami (FL),73,208,4.78,,8,,,,192,9
Da'Quan Bowers,DE,Clemson,75,280,4.92,,22,,,,51,5
Allen Bradford,RB,USC,71,242,4.53,29,28,113,6.97,4.39,187,5
James Brewer,OT,Indiana,78,323,5.21,26,25,100,7.84,4.81,117,4
Niles Brinkley,CB,Wisconsin,69,193,4.54,33.5,15,120,7.23,,0,-1
DeAndre Brown,WR,Southern Miss,78,233,4.59,29,20,117,6.93,4.33,0,-1
Chykie Brown,CB,Texas,71,190,4.49,36.5,,120,6.5,4,164,5
Curtis Brown,CB,Texas,72,185,4.51,39.5,10,128,6.59,4,95,3
Jalil Brown,CB,Colorado,73,204,4.52,35.5,24,116,6.85,4.25,118,5
Vincent Brown,WR,San Diego State,71,187,4.68,33.5,12,121,6.64,4.25,82,5
Kendric Burney,CB,North Carolina,69,186,4.71,32.5,14,112,,,0,1
Brandon Burton,CB,Utah,72,190,4.5,32,18,118,6.93,4.07,139,3
Stephen Burton,WR,West Texas A&M,73,221,4.5,34.5,19,117,7.04,4.31,236,3
Mario Butler,CB,Georgia Tech,72,182,4.65,30.5,,120,7.09,4.37,0,2
Jordan Cameron,TE,USC,77,254,4.53,37.5,23,119,6.82,4.03,102,6
Jeff Van Camp,QB,Florida Atlantic,77,218,4.83,31,,114,6.87,4.16,0,-1
Marcus Cannon,OT,TCU,77,358,5.26,30.5,33,105,8.07,4.97,138,11
Gabe Carimi,OT,Wisconsin,79,314,5.18,31.5,29,109,,,29,4
Roc Carmichael,CB,Virginia Tech,70,192,4.41,31,13,116,6.69,4.06,127,4
James Carpenter,OT,Alabama,76,321,5.22,,23,,,,25,11
Bruce Carter,OLB,North Carolina,73,241,4.57,,25,,,,40,8
Chris Carter,OLB,Fresno State,73,248,4.58,36,27,114,6.88,4.34,162,7
Delone Carter,RB,Syracuse,69,222,4.54,37,27,120,6.92,4.07,119,3
Quinton Carter,S,Oklahoma,73,208,4.57,34.5,23,121,7.05,4.06,108,4
Jurrell Casey,DT,USC,73,300,5.04,27.5,26,101,7.51,4.78,77,10
Anthony Castonzo,OT,Boston Col.,79,311,5.21,29.5,28,105,7.25,4.4,22,10
Shaun Chapas,FB,Georgia,74,247,4.87,35.5,23,116,7.13,4.4,220,1
Chimdi Chekwa,CB,Ohio State,72,191,4.38,34.5,,126,,,113,4
Ugo Chinasa,DE,Oklahoma State,77,264,4.63,28,22,117,7.07,4.39,0,0
Garrett Chisolm,OG,South Carolina,77,312,5.36,,,,,,0,0
Charles Clay,FB,Tulsa,75,245,4.69,33.5,18,118,7.07,4.15,174,9
John Clay,RB,Wisconsin,72,230,4.83,29,,111,,,0,0
Adrian Clayborn,DE,Iowa,75,281,4.78,33,,113,7.3,4.13,20,10
Randall Cobb,WR,Kentucky,70,191,4.46,33.5,16,115,7.08,4.34,64,12
Ryan Colburn,QB,Fresno State,75,233,5.12,,,,6.84,4.28,0,-1
Chris Conte,S,California,74,197,4.52,35.5,18,127,7.01,4.19,93,8
Graig Cooper,RB,Miami (FL),70,205,4.6,,18,114,6.66,4.03,0,-1
Vance Cuff,CB,Georgia,70,178,4.53,36,,120,6.91,4.09,0,-1
Chris Culliver,CB,South Carolina,72,199,4.36,38.5,,123,6.88,4.08,80,6
Andy Dalton,QB,TCU,74,215,4.83,29.5,,106,6.93,4.27,35,12
Wayne Daniels,OLB,TCU,72,260,5.03,25,,106,7.81,4.68,0,-1
Marcell Dareus,DT,Alabama,75,319,4.93,27,24,,7.83,4.62,3,9
Josh Davis,OT,Georgia,79,313,5.5,24,,91,7.98,5.07,0,-1
Mark Dell,WR,Michigan State,72,193,4.54,,14,,,,0,0
Akeem Dent,ILB,Georgia,73,242,4.73,37.5,24,123,,,91,6
Noel Devine,RB,West Virginia,67,179,4.43,,24,,,,0,-1
Pat Devlin,QB,Pittsburgh,75,225,4.81,33,,116,7.08,4.32,0,4
Demarcus Dobbs,DE,Georgia,74,281,4.87,31,,107,7.22,4.37,0,5
Ray Dominguez,OG,Arkansas,76,334,5.45,27.5,21,90,7.74,4.9,0,1
Ryan Donahue,P,Iowa,74,193,4.9,,,,,,0,0
Tandon Doss,WR,Indiana,74,201,4.62,,14,,,,123,4
Ras-I Dowling,CB,Virginia,73,198,4.4,,19,,,,33,4
Shaun Draughn,RB,North Carolina,71,213,4.73,34,21,118,7.15,4.2,0,5
Demarcus Van Dyke,CB,Miami (FL),73,176,4.28,33.5,5,121,6.97,4.09,81,4
Kenrick Ellis,DT,Kansas State,77,346,5.19,,26,,,,94,5
Ricky Elmore,DE,Arizona,76,255,4.88,31.5,26,106,7.25,4.32,197,1
Nathan Enderle,QB,Idaho,76,240,5.12,25.5,,102,7.13,4.46,160,0
Darren Evans,RB,Virginia Tech,72,227,4.56,35,26,111,6.96,4.46,0,1
Nick Fairley,DT,Auburn,76,291,4.84,31,,113,7.14,4.56,13,7
Mario Fannin,RB,Auburn,70,231,4.37,37.5,21,115,6.99,4.21,0,2
Kai Forbath,K,UCLA,71,197,4.78,,,,,,0,7
Reid Forrest,P,Washington State,72,189,4.69,,,,,,0,-1
Mason Foster,OLB,Washington,73,245,4.75,31,22,110,7.14,4.45,84,8
Orlando Franklin,OT,Miami (FL),77,316,5.11,28.5,26,,,,46,7
Sione Fua,DT,Stanford,73,308,5.28,24,30,101,7.54,4.54,97,4
Brandon Fusco,C,Slippery Rock,76,306,5.18,28.5,26,108,7.29,4.43,172,8
Blaine Gabbert,QB,Missouri,76,234,4.61,33.5,,120,6.84,4.26,10,12
Charlie Gantt,TE,Michigan State,76,252,4.85,30.5,27,112,7.15,4.4,0,-1
Clyde Gates,WR,Abilene Christian,72,192,4.31,40,16,131,,,111,3
Marcus Gilbert,OT,Florida,78,330,5.41,,30,,,,63,10
Marcus Gilchrist,CB,Clemson,70,195,4.45,38.5,26,119,6.81,4.12,50,9
DeJon Gomes,S,Nebraska,71,208,4.5,31,13,110,,,146,3
Cameron Graham,TE,Louisville,75,244,5,31,18,105,7.19,4.51,0,1
Adam Grant,OT,Arizona,78,325,5.54,26.5,25,99,8.25,5,0,1
John Graves,DT,Virginia Tech,75,286,5.09,28.5,29,114,7.49,4.49,0,0
A.J. Green,WR,Georgia,76,211,4.48,34.5,18,126,6.91,4.21,4,-1
Alex Green,RB,Hawaii,72,225,4.45,34,20,114,6.91,4.15,96,3
Virgil Green,TE,Nevada,75,249,4.54,42.5,23,130,6.9,4.4,204,10
Tori Gurley,WR,South Carolina,76,216,4.53,33.5,15,118,7.05,4.25,0,1
Lawrence Guy,DT,Arizona State,76,305,4.96,29,28,,7.6,4.43,233,12
Eric Hagg,S,Nebraska,73,209,4.62,34.5,18,121,6.73,4.19,248,2
Chris Hairston,OT,Clemson,78,326,5.38,29,33,96,7.9,4.7,122,6
Jamel Hamler,WR,Fresno State,73,193,4.59,32,4,112,7.16,4.18,0,0
Leonard Hankerson,WR,Miami (FL),73,209,4.4,36,14,117,6.94,4.21,79,5
Daniel Hardy,TE,Idaho,76,249,4.78,,18,,,,238,0
Jamie Harper,RB,Clemson,71,233,4.53,36.5,24,120,7.16,4.39,130,2
Brandon Harris,CB,Miami (FL),69,191,4.46,35.5,13,113,6.77,4.12,60,5
Dwayne Harris,WR,East Carolina,70,203,4.53,34,10,111,6.77,4.21,176,10
Stanley Havili,FB,USC,72,227,4.64,,,,,,240,3
Roy Helu,RB,Nebraska,71,219,4.4,36.5,11,119,6.67,4.01,105,5
Alex Henery,K,Nebraska,73,177,4.87,,,,,,120,4
Chas Henry,P,Florida,75,219,4.85,,,,,,0,2
Ricky Henry,OG,Nebraska,75,308,5.68,24,20,90,7.98,4.68,0,3
Mark Herzlich,OLB,Boston Col.,76,244,4.91,32.5,29,112,7.32,4.46,0,7
Cameron Heyward,DE,Ohio State,77,294,4.95,30,,,,,31,12
Will Hill,S,Florida,73,202,4.64,31,,123,,4.19,0,4
Jermale Hines,S,Ohio State,73,219,4.59,31,19,,6.9,4.21,158,0
Kyle Hix,OT,Texas,79,319,5.44,32,24,104,7.77,4.78,0,2
Brandon Hogan,CB,West Virginia,70,192,4.43,,19,,,,98,2
Doug Hogue,OLB,Syracuse,74,235,4.62,36,18,121,7.09,4.57,157,2
Andre Holmes,WR,Hillsdale,76,210,4.51,35,11,130,6.69,4.31,0,7
Ross Homan,OLB,Ohio State,73,240,4.66,35.5,32,111,7.21,4.34,200,-1
Davon House,CB,New Mexico State,72,200,4.44,33.5,14,109,6.65,4.12,131,8
Rob Housler,TE,Florida Atlantic,77,248,4.46,37,22,117,6.9,4.21,69,5
Justin Houston,OLB,Georgia,75,270,4.62,36.5,30,125,6.95,4.37,70,12
Rodney Hudson,C,Florida State,74,299,5.27,25.5,27,95,8.03,4.96,55,12
Kevin Hughes,OT,SE Louisiana,76,302,5.31,29.5,22,95,8.29,4.97,0,3
Jeremiha Hunter,OLB,Iowa,72,239,4.77,31.5,20,116,,,0,0
Kendall Hunter,RB,Oklahoma State,67,199,4.46,35,24,122,6.74,4.21,115,5
Zach Hurd,OG,Connecticut,79,316,5.28,28,,101,7.73,4.77,0,1
Maurice Hurt,OG,Florida,75,318,5.39,,18,,,,217,3
Henry Hynoski,FB,Pittsburgh,72,257,5.06,30.5,24,111,,,0,4
Ben Ijalana,OG,Villanova,76,317,5.2,,,,,,49,9
Mark Ingram,RB,Alabama,69,215,4.62,31.5,21,118,7.13,4.62,28,12
Nate Irving,ILB,North Carolina State,73,240,4.74,,,,,,67,5
Andrew Jackson,OG,Fresno State,77,299,5.27,28,25,98,7.55,4.65,210,0
Jaiquawn Jarrett,S,Temple,72,198,4.62,30,14,113,6.95,4.14,54,4
Josh Jasper,K,LSU,70,174,5.06,,,,,,0,-1
Lestar Jean,WR,Florida Atlantic,75,215,4.61,37.5,14,113,7.45,4.43,0,3
Jarvis Jenkins,DT,Clemson,76,310,5.03,26.5,17,98,7.42,4.83,41,8
Jerrel Jernigan,WR,Troy,69,185,4.46,37.5,11,124,7.07,4.25,83,4
Carl Johnson,OG,Florida,77,361,5.4,25.5,25,96,,5.03,0,2
Jeron Johnson,S,Boise State,70,212,4.51,,23,,,,0,6
Jerrod Johnson,QB,Texas A&M,77,251,4.75,29,,119,7.28,4.31,0,1
Ronald Johnson,WR,USC,71,199,4.46,,16,,,,182,1
Greg Jones,ILB,Michigan State,72,242,4.75,31.5,21,117,7.27,4.27,185,10
Julio Jones,WR,Alabama,75,220,4.34,38.5,17,135,6.66,4.25,6,12
Taiwan Jones,RB,East. Washington,72,194,4.33,,13,,,,125,12
Cameron Jordan,DE,California,76,287,4.74,31,25,117,7.07,4.37,24,12
Elijah Joseph,ILB,Temple,73,243,4.8,,,,,,0,-1
Colin Kaepernick,QB,Nevada,77,233,4.53,32.5,,115,6.85,4.18,36,6
Jason Kelce,C,Cincinnati,75,280,4.89,30.5,,110,7.22,4.14,191,12
Lance Kendricks,TE,Wisconsin,75,243,4.65,34.5,25,122,6.94,4.15,47,9
Shiloh Keo,S,Idaho,71,219,4.74,32.5,24,110,6.55,3.9,144,5
Jeremy Kerley,WR,TCU,69,189,4.56,34.5,16,120,,,153,8
Ryan Kerrigan,DE,Purdue,76,267,4.67,33.5,31,122,7.18,4.39,16,11
Daniel Kilgore,OG,Appalachian State,75,308,5.28,32.5,23,105,7.59,4.68,163,10
Jarriel King,OT,South Carolina,77,317,5.03,30,23,114,7.6,4.77,0,0
Karl Klug,DE,Iowa,75,275,4.85,,22,,,,142,7
Rich Lapham,OT,Boston Col.,80,315,5.34,,,,,,0,-1
Joe Lefeged,S,Rutgers,72,210,4.42,36.5,18,122,6.82,4.13,0,-1
Mark LeGree,S,Appalachian State,71,210,4.49,31,21,116,6.9,4.09,156,1
Orie Lemon,ILB,Oklahoma State,73,242,4.87,30,27,113,7.45,4.4,0,5
Mikel Leshoure,RB,Illinois,72,227,4.56,38,21,122,6.82,4.4,57,3
Pep Levingston,DE,LSU,75,292,4.86,29.5,,104,7.29,4.62,0,-1
Dion Lewis,RB,Pittsburgh,67,193,4.56,34.5,17,112,6.9,4.18,149,9
Alex Linnenkohl,C,Oregon State,74,304,5.36,26.5,24,89,7.67,4.62,0,-1
Greg Little,WR,North Carolina,74,231,4.51,40.5,27,129,6.8,4.21,59,4
Corey Liuget,DT,Illinois,74,298,4.97,27.5,27,102,7.48,4.68,18,10
Greg Lloyd,ILB,Connecticut,73,246,4.8,32,22,109,7.17,4.46,237,2
Derrick Locke,RB,Kentucky,68,188,4.37,37.5,16,118,6.98,4.15,0,-1
Jake Locker,QB,Washington,74,231,4.51,35,,120,6.77,4.12,8,4
Ricardo Lockette,WR,Fort Valley State,74,211,4.34,35.5,,127,7.15,4.19,0,5
DeMarcus Love,OT,Arkansas,76,315,5.18,26.5,27,97,7.84,4.84,168,3
Scott Lutrus,OLB,Connecticut,74,241,4.68,38,,121,6.89,4.09,0,2
Jeff Maehl,WR,Oregon,73,190,4.56,33.5,,115,6.42,3.94,0,2
Ryan Mallett,QB,Arkansas,79,253,5.37,24,,103,,,74,7
Owen Marecic,FB,Stanford,72,248,4.87,28.5,22,102,7.1,4.56,124,3
Curtis Marsh,CB,Utah State,72,197,4.42,37.5,12,123,6.87,4.07,90,4
Casey Matthews,ILB,Oregon,73,231,4.78,,13,,,,116,5
Cliff Matthews,DE,South Carolina,75,257,4.81,32,17,112,7.21,4.37,230,5
Byron Maxwell,CB,Clemson,72,202,4.43,33,24,124,,,173,7
Colin McCarthy,ILB,Miami (FL),73,238,4.59,36.5,23,119,6.93,4.2,109,4
Terrell McClain,DT,South Florida,74,297,4.98,28,29,104,7.48,4.56,65,9
DeAndre McDaniel,S,Clemson,72,217,4.63,35,,116,,,0,0
Greg McElroy,QB,Alabama,74,220,4.84,33,,107,7.11,4.45,208,3
Andrew McGee,CB,Oklahoma State,71,195,4.71,34,,117,,,0,-1
Pernell McPhee,DE,Mississippi State,75,278,4.91,28.5,20,107,7.13,4.59,165,11
Bruce Miller,OLB,Central Florida,73,254,4.81,31,35,113,7.05,4.34,211,6
Von Miller,OLB,Texas A&M,75,246,4.42,37,21,126,6.7,4.06,2,12
Dontay Moch,OLB,Nevada,73,248,4.4,42,21,128,7.09,4.38,66,3
John Moffitt,OG,Wisconsin,76,319,5.51,30.5,23,102,7.79,4.53,75,3
Mike Mohamed,ILB,California,75,239,4.65,32,21,115,6.7,4,189,4
Denarius Moore,WR,Tennessee,72,194,4.43,36,13,118,6.78,4.15,148,5
Rahim Moore,S,UCLA,72,202,4.58,35,11,115,6.98,3.96,45,5
Joseph Morgan,WR,Michigan State,72,189,4.38,35.5,10,123,6.91,4.25,0,5
Adrian Moten,OLB,Maryland,74,228,4.53,31,18,114,7.05,4.21,0,2
Jonas Mouton,OLB,Michigan,73,239,4.84,31.5,,115,7.08,4.34,61,3
O.J. Murdock,WR,Fort Hays State,70,197,4.5,34.5,15,116,,4.37,0,-1
DeMarco Murray,RB,Oklahoma,72,213,4.37,34.5,21,124,7.28,4.18,71,7
Chris Neild,DT,West Virginia,74,319,5.06,29,30,106,7.56,4.46,253,4
Drake Nevis,DT,LSU,73,294,5.06,30.5,31,112,7.71,4.65,87,3
Jamar Newsome,WR,Central Florida,72,200,4.46,38.5,13,129,6.83,4.22,0,2
Cam Newton,QB,Auburn,77,248,4.56,35,,126,6.92,4.18,1,11
Derek Newton,OT,Arkansas State,77,311,5,25.5,24,100,7.76,5,214,8
Kris O'Dowd,C,USC,76,304,5.12,32.5,31,105,7.67,4.59,0,-1
Schuylar Oordt,TE,New Mexico,78,261,4.63,36,18,119,6.83,4.25,0,0
Cheta Ozougwu,DE,Rice,74,247,4.84,34.5,26,119,7.06,4.31,254,3
Stephen Paea,DT,Oregon State,73,303,4.98,,49,,,,53,7
Martin Parker,DT,Richmond,74,303,4.95,29,22,104,7.56,4.57,0,2
Johnny Patrick,CB,Louisville,71,191,4.59,32,13,110,,4.16,88,3
Niles Paul,WR,Nebraska,73,224,4.45,34.5,24,117,6.9,4.14,155,8
Mike Person,OG,Montana State,76,299,5.07,28,21,108,7.44,4.5,239,9
Patrick Peterson,CB,LSU,72,219,4.31,38,15,126,6.58,4.07,5,12
Austin Pettis,WR,Boise State,75,209,4.56,33.5,14,120,6.68,3.88,78,4
Zack Pianalto,TE,North Carolina,75,256,4.78,32,22,108,6.85,4.41,0,0
Kealoha Pilares,WR,Hawaii,70,199,4.42,,19,,,,132,3
Jason Pinkston,OT,Pittsburgh,75,317,5.39,26.5,,98,7.88,4.91,150,3
Christian Ponder,QB,Florida State,74,229,4.63,34,,116,6.85,4.09,12,5
Josh Portis,QB,California (PA),75,211,4.59,40,,126,6.84,4.12,0,2
Mike Pouncey,OG,Florida,77,303,5.12,25,,96,7.66,4.64,15,10
Jerrell Powe,DT,Mississippi,74,335,5.25,25,27,93,8.17,5.06,199,3
Bilal Powell,RB,Louisville,70,207,4.51,,18,,,,126,9
Robert Quinn,DE,North Carolina,76,265,4.62,34,22,116,7.13,4.4,14,12
Will Rackley,OG,Lehigh,75,309,5.39,23.5,29,99,7.91,4.94,76,4
Brooks Reed,OLB,Arizona,74,263,4.65,30.5,30,113,7.11,4.28,42,10
D'Aundre Reed,DE,Arizona,76,261,4.84,35.5,30,119,7.24,4.32,215,2
Jah Reid,OT,Central Florida,79,327,5.32,29.5,28,111,7.73,4.65,85,7
Allen Reisner,FB,Iowa,74,248,4.9,28,14,108,7.31,4.59,0,3
Stevan Ridley,RB,LSU,71,225,4.65,36,18,118,6.78,4.21,73,6
Aldrick Robinson,WR,SMU,70,184,4.35,40,17,126,6.65,4.09,178,6
Jacquizz Rodgers,RB,Oregon State,66,196,4.59,33,,113,7.31,4.26,145,8
Jake Rogers,K,Cincinnati,74,213,5.06,,,,,,0,-1
Justin Rogers,CB,Richmond,70,180,4.45,33,14,114,7.21,4.2,206,4
Brian Rolle,OLB,Ohio State,70,229,4.53,33,28,115,6.89,4.26,193,2
Greg Romeus,DE,Pittsburgh,77,264,4.79,,,,,,226,1
Evan Royster,RB,Penn State,72,212,4.65,34,20,113,7.07,4.18,177,3
Chris Rucker,CB,Michigan State,72,195,4.54,,10,,,,188,0
Kyle Rudolph,TE,Notre Dame,78,259,4.83,,,,,,43,12
Kevin Rutland,CB,Missouri,72,190,4.58,35.5,12,118,6.92,4.15,0,2
Brandon Saine,RB,Ohio State,71,220,4.4,34.5,22,113,6.98,4.25,0,2
Greg Salas,WR,Hawaii,73,210,4.53,37,15,120,6.65,4.1,112,5
DeMarco Sampson,WR,San Diego State,74,204,4.41,,14,,,,249,0
Jock Sanders,WR,West Virginia,66,181,4.5,34.5,19,121,6.78,4.13,0,-1
Robert Sands,S,West Virginia,76,217,4.53,35,12,124,7.03,4.06,134,2
Dane Sanzenbacher,WR,Ohio State,71,182,4.56,33.5,,118,6.46,3.97,0,4
Tyler Sash,S,Iowa,72,211,4.62,33,11,108,6.9,4.27,198,2
Weslye Saunders,TE,South Carolina,77,270,4.93,33.5,19,116,,,0,4
Steve Schilling,OG,Michigan,76,308,5.18,25.5,30,98,7.73,4.62,201,-1
Caleb Schlauderaff,OG,Utah,76,305,5.18,,,,,,179,3
Da'Rel Scott,RB,Maryland,71,211,4.4,34,19,117,7.15,4.2,221,3
Da'Norris Searcy,S,North Carolina,71,223,4.55,33,27,120,6.87,4.09,100,8
Jabaal Sheard,DE,Pittsburgh,75,264,4.68,31,,115,,,37,11
Kelvin Sheppard,ILB,LSU,74,250,4.7,33.5,22,110,,4.28,68,8
Anthony Sherman,FB,Connecticut,70,242,4.74,32.5,32,111,7.23,4.41,136,10
Richard Sherman,CB,Stanford,75,195,4.54,38,16,125,6.82,4.33,154,11
Derek Sherrod,OT,Mississippi State,77,321,5.18,28,23,97,7.43,4.63,32,4
Cecil Shorts,WR,Mount Union,72,205,4.5,34.5,21,114,6.5,4.07,114,6
Sealver Siliga,DT,Utah,74,305,5.38,29,29,100,7.7,4.75,0,5
David Sims,S,Iowa State,69,200,4.5,37.5,24,120,,4.28,0,1
Buster Skrine,CB,Tenn-Chattanooga,69,186,4.37,37,20,122,6.44,3.9,137,11
Aldon Smith,DE,Missouri,76,263,4.74,34,20,118,7.19,4.5,7,6
D.J. Smith,OLB,Appalachian State,71,239,4.71,31,20,104,7.35,4.45,186,-1
Derrell Smith,ILB,Syracuse,72,243,4.76,,,,,,0,0
Jimmy Smith,CB,Colorado,74,211,4.42,36,24,123,6.93,4.06,27,13
Keith Smith,WR,San Jose State,74,214,4.65,,,,,,0,9
Lee Smith,TE,Marshall,78,266,4.94,29,25,108,7.13,4.28,159,11
Torrey Smith,WR,Maryland,73,204,4.41,41,19,126,6.72,4.13,58,8
Tyron Smith,OT,USC,77,307,4.93,,29,,,,9,12
Willie Smith,OT,East Carolina,77,310,5.4,30.5,,106,7.95,4.83,0,4
Nate Solder,OT,Colorado,80,319,4.96,32,21,110,7.44,4.34,17,10
Owen Spencer,WR,North Carolina State,74,195,4.51,37.5,6,125,6.86,4.18,0,0
Ricky Stanzi,QB,Iowa,76,223,4.87,32.5,,110,6.95,4.43,135,5
Luke Stocker,TE,Tennessee,77,258,4.68,33,27,115,7.03,4.4,104,11
Quan Sturdivant,ILB,North Carolina,73,241,4.75,34,21,115,,4.5,171,1
Jerrard Tarrant,S,Georgia Tech,72,204,4.57,33,14,114,6.92,4.21,0,-1
Vai Taua,RB,Nevada,69,213,4.65,34.5,20,112,6.89,4.18,0,1
Adrian Taylor,DT,Oklahoma,75,311,5.22,,34,,,,0,-1
Phil Taylor,DT,Baylor,75,334,5.09,29.5,31,100,7.75,4.77,21,-1
Tyrod Taylor,QB,Virginia Tech,73,217,4.47,37.5,,126,6.78,4.09,180,12
Zane Taylor,C,Utah,74,309,5.52,25.5,33,104,8.15,4.77,0,0
Daniel Thomas,RB,Kansas State,72,230,4.62,,21,,,,62,4
J.T. Thomas,OLB,West Virginia,73,241,4.65,30.5,23,114,7.23,4.28,195,-1
Josh Thomas,CB,Buffalo,70,191,4.46,38.5,13,126,6.99,4.15,143,6
Julius Thomas,TE,Portland State,77,246,4.64,35.5,16,111,6.96,4.31,129,7
Isaiah Thompson,OG,Houston,75,300,6,25,23,82,9.04,5.56,0,-1
Brandyn Thompson,CB,Boise State,69,189,4.5,33.5,13,114,6.66,4.12,213,0
Cedric Thornton,DT,Southern Arkansas,75,309,5.25,27,23,101,7.7,4.71,0,6
Jordan Todman,RB,Connecticut,69,203,4.4,38,25,126,7.24,4.18,183,5
Terrence Toliver,WR,LSU,75,212,4.52,32,,122,6.48,4.03,0,1
Scott Tolzien,QB,Wisconsin,74,212,4.92,29.5,,116,6.84,4.12,0,7
Devon Torrence,CB,Ohio State,72,199,4.68,33,,111,6.95,4.09,0,0
Terrance Turner,WR,Indiana,74,220,4.53,41,16,128,6.77,4.15,0,-1
Julian Vandervelde,OG,Iowa,74,301,5.12,31,23,104,7.46,4.59,161,4
Shane Vereen,RB,California,70,210,4.49,34,31,115,6.95,4.28,56,7
Danny Watkins,OG,Baylor,75,310,5.36,26,29,92,7.61,4.62,23,3
J.J. Watt,DE,Wisconsin,77,290,4.81,37,34,120,6.88,4.21,11,-1
Ryan Whalen,WR,Stanford,73,202,4.53,38.5,18,123,6.67,4.09,167,3
Chris White,ILB,Mississippi State,75,240,4.65,34,17,115,6.95,4.25,169,4
